Participant,n_per_person_ESM,n_any_con_ESM,n_con_init_ESM,n_con_pers_ESM,n_con_inhi_ESM,freq_con_all_ESM,freq_con_init_ESM,freq_con_pers_ESM,freq_con_inhi_ESM,m_intensity_all_ESM,m_intensity_init_ESM,m_intensity_pers_ESM,m_intensity_inhi_ESM,m_success_all_ESM,m_success_init_ESM,m_success_pers_ESM,m_success_inhi_ESM,DemSex,DemAge,DemStudent3,bfi1,bfi2,bfi3,bfi10,bfi11,bfi12,ipc1_1,ipc1_2,ipc1_3,ipc1_4,ipc1_5,ipc1_6,ipc1_7,ipc1_8,ipc2_1,ipc2_2,ipc2_3,ipc2_4,ipc2_5,ipc2_6,ipc2_7,ipc2_8,ipc3_1,ipc3_2,ipc3_3,ipc3_4,ipc3_5,ipc3_6,ipc3_7,ipc3_8,ipc4_1,ipc4_2,ipc4_3,ipc4_4,ipc4_5,ipc4_6,ipc4_7,ipc4_8,ipc5_1,ipc5_2,ipc5_3,ipc5_4,ipc5_5,ipc5_6,ipc5_7,ipc5_8,ipc6_1,ipc6_2,ipc6_3,ipc6_4,ipc6_5,ipc6_6,ipc6_7,ipc6_8,bisbas8,bisbas13,bisbas16,bisbas19,bisbas22,bisbas24,bisbas3,bisbas9,bisbas12,bisbas21,bisbas4,bisbas7,bisbas18,bisbas23,bisbas14,bisbas5,bisbas10,bisbas15,bisbas20,ERQ1,ERQ3,ERQ5,ERQ7,ERQ8,ERQ10,ERQ2,ERQ4,ERQ6,ERQ9,bisf1,bisf2,bisf3,bisf4,bisf5,bisf6,bisf7,bisf8,bisf9,bisf10,bisf11,bisf12,bisf13,bisf14,bisf15,ips1,ips2,ips3,ips4,ips5,ips6,ips7,ips8,ips9,stst1,stst2,stst3,stst4,stst5,stst6,stst7,stst8,stst9,stst10,stst11,stst12,stst13,stst14,stst15,stst16,stst17,hoyle1,hoyle2,hoyle3,hoyle4,hoyle5,hoyle6,hoyle7,hoyle8,hoyle9,hoyle10,hoyle11,hoyle12,hoyle13,hoyle14,hoyle15,hoyle16,hoyle17,hoyle18,hoyle19,hoyle20,scs01,scs02,scs03,scs04,scs05,scs06,scs07,scs08,scs09,scs10,scs11,scs12,scs13,MISCS20,MISCS11,MISCS21,MISCS18,MISCS4,MISCS12,MISCS2,MISCS15,MISCS19,MISCS23,MISCS25,MISCS26
448,44,23,3,13,7,0.5227272727272727,0.06818181818181818,0.29545454545454547,0.1590909090909091,4.434782608695652,4,4.461538461538462,4.571428571428571,4.326086956521739,4.333333333333333,4.3076923076923075,4.357142857142857,1,22,Y,3,3,2,4,4,4,3,3,4,3,3,3,4,4,5,5,3,5,5,4,3,4,4,3,3,3,5,3,4,5,4,5,3,4,3,3,3,4,5,3,3,5,3,3,3,3,3,5,3,5,6,4,5,5,5,2,3,4,5,2,4,5,5,4,5,5,6,4,2,5,3,3,6,3,3,3,3,2,2,3,4,3,2,5,5,3,3,3,5,5,5,5,6,3,3,5,4,5,5,2,5,3,2,5,3,2,3,3,5,3,5,4,5,5,5,3,6,3,5,3,3,4,3,3,5,3,5,3,3,3,2,5,3,2,3,5,2,5,4,3,3,5,3,3,6,5,2,3,3,2,6,5,3,5,5,4,3,4,3,3,3,2,5,2,3,2,1,2,3
449,47,3,3,0,0,0.06382978723404255,0.06382978723404255,NA,NA,4.666666666666667,4.666666666666667,NA,NA,4.333333333333333,4.333333333333333,NA,NA,2,NA,NA,5,5,3,5,5,NA,5,6,6,6,6,6,6,6,3,1,3,6,6,6,6,6,7,6,6,7,6,6,7,4,7,6,6,6,6,6,5,5,5,6,6,3,5,3,5,1,6,7,6,6,3,6,6,7,6,7,7,7,7,7,6,6,4,6,6,6,6,6,4,6,3,4,6,5,5,2,2,1,3,3,1,2,5,2,2,2,2,1,1,2,2,2,1,2,5,2,2,2,5,2,5,3,5,3,3,4,2,6,2,6,7,7,6,6,6,7,6,3,3,3,5,3,3,6,6,6,6,3,6,2,6,5,2,6,7,6,6,6,5,6,4,5,5,6,2,3,6,5,6,3,7,6,5,3,6,6,5,4,4,3,3,3,4,2,4,4,2,3,4
450,68,4,3,0,1,0.058823529411764705,0.04411764705882353,NA,0.014705882352941176,3.5,3.3333333333333335,NA,4,4.75,4.833333333333333,NA,4.5,2,18,NA,4,4,3,5,4,4,6,5,5,4,6,6,6,5,2,3,4,5,3,5,2,2,6,6,6,6,6,6,6,3,5,5,5,6,6,6,7,5,4,6,5,3,3,2,2,3,3,5,5,5,3,4,3,1,5,5,7,6,6,5,5,5,5,5,6,6,5,5,7,7,6,5,6,6,6,2,6,3,5,6,3,4,6,5,5,5,5,2,4,5,5,5,3,5,5,5,3,3,2,5,7,6,6,5,5,5,5,5,6,2,5,6,5,6,4,3,6,3,2,4,5,4,5,5,4,4,5,2,3,5,4,3,3,3,3,4,6,5,4,6,5,3,5,6,4,3,3,4,3,2,2,4,5,3,3,5,3,2,5,2,3,3,2,3,3,2,2,2,2
453,71,26,14,9,3,0.36619718309859156,0.19718309859154928,0.1267605633802817,0.04225352112676056,5.423076923076923,5.071428571428571,6,5.333333333333333,5.115384615384615,5.642857142857143,5.166666666666667,2.5,2,20,Y,5,4,3,5,4,5,6,6,6,6,7,6,6,6,7,7,7,7,6,7,6,7,4,5,6,4,6,6,7,4,7,7,6,6,6,7,6,7,3,6,5,4,3,2,5,7,7,6,6,4,3,5,3,7,5,3,6,6,3,6,6,7,7,6,7,7,4,5,7,7,6,5,7,5,3,3,5,6,5,7,5,6,5,3,5,1,3,2,3,1,5,1,1,2,2,2,2,2,5,1,4,2,3,3,3,3,2,3,3,5,4,7,7,7,6,3,7,5,3,3,6,4,6,7,5,3,6,3,5,5,6,5,5,4,6,5,5,5,6,6,7,5,5,6,6,3,6,3,2,4,5,4,6,6,7,4,6,4,4,5,4,4,5,2,4,4,3,5,5
455,66,27,6,10,11,0.4090909090909091,0.09090909090909091,0.15151515151515152,0.16666666666666666,4.333333333333333,4.666666666666667,3.8,4.636363636363637,5.407407407407407,6,5.15,5.318181818181818,1,23,Y,2,3,4,2,1,2,4,6,4,5,6,5,5,5,3,3,3,3,6,5,2,3,6,6,6,5,6,6,4,6,5,6,5,5,5,4,3,3,2,3,6,2,3,3,3,3,4,6,5,5,5,5,3,3,2,3,3,3,2,2,5,5,4,5,5,6,6,7,7,7,7,4,6,1,7,6,5,4,6,2,2,3,5,5,5,5,5,3,1,2,2,3,3,2,3,3,5,3,5,5,5,5,5,5,5,5,5,7,3,3,5,2,4,3,5,5,5,3,2,2,5,3,2,2,3,6,4,3,3,5,3,2,2,2,2,3,3,2,2,5,5,3,5,6,3,3,3,5,3,2,3,3,5,2,5,3,2,4,4,4,4,4,5,3,4,1,2,4,2
456,34,4,1,1,2,0.11764705882352941,0.029411764705882353,0.029411764705882353,0.058823529411764705,3.5,4,5,2.5,3.25,1,5.5,3.25,2,26,Y,2,4,3,3,3,3,5,3,6,5,4,5,6,6,5,6,6,6,7,7,5,6,3,2,6,6,5,5,5,5,5,6,4,4,4,5,3,5,3,2,6,4,3,2,2,5,4,6,3,3,2,3,5,3,5,6,6,6,6,6,5,5,6,6,7,6,6,5,5,6,5,6,6,4,4,3,5,3,4,2,2,4,5,6,6,6,5,6,2,2,3,2,2,6,6,5,6,3,5,3,6,5,5,6,6,6,5,3,4,3,6,2,6,1,4,5,2,2,2,3,5,3,3,2,3,3,4,3,3,5,4,2,2,2,2,2,3,2,2,5,5,2,3,6,3,3,2,5,2,5,2,2,6,2,4,4,2,5,2,3,2,4,2,2,2,2,2,3,1
457,70,24,9,7,8,0.34285714285714286,0.12857142857142856,0.1,0.11428571428571428,3.25,3.3333333333333335,2.857142857142857,3.5,4.804347826086956,4.166666666666667,6.214285714285714,4.214285714285714,1,24,Y,3,5,5,2,1,3,6,6,7,6,7,6,6,6,7,4,7,6,7,6,3,6,6,7,5,5,7,6,5,6,7,7,5,6,6,6,5,5,6,6,6,5,6,3,6,7,5,7,7,5,4,7,2,5,1,3,2,7,2,2,7,4,6,7,7,6,4,6,6,6,5,3,5,2,5,1,3,1,5,6,3,1,6,5,5,6,3,5,1,1,2,2,1,2,1,2,6,4,2,1,2,2,1,3,1,2,1,6,6,5,3,7,6,6,5,3,7,3,3,4,5,5,6,7,5,7,6,7,5,5,5,5,4,6,7,6,6,7,5,7,5,5,6,6,6,5,7,5,3,6,4,6,7,7,6,6,5,3,2,3,3,5,4,4,5,2,1,4,4
458,78,17,10,5,2,0.21794871794871795,0.1282051282051282,0.0641025641025641,0.02564102564102564,3.764705882352941,3.5,4.2,4,4.470588235294118,4.75,4.3,3.5,2,23,Y,3,4,3,2,NA,3,5,6,5,6,6,6,6,4,5,3,3,2,6,5,3,5,7,7,5,7,6,7,6,4,2,4,2,5,6,6,5,4,2,3,4,3,4,2,3,2,6,5,6,4,3,5,3,2,6,7,5,5,3,5,3,2,6,3,5,6,5,5,5,6,5,4,6,3,6,7,6,6,5,5,3,2,3,6,6,5,3,3,5,4,5,6,3,1,2,2,5,3,5,6,6,4,5,6,6,6,3,3,4,3,6,5,3,3,3,7,6,3,3,2,6,6,6,6,5,3,6,3,4,2,3,2,2,2,2,2,5,3,4,6,4,4,3,6,5,2,2,5,3,1,2,5,3,3,3,3,1,2,4,2,2,4,3,3,1,1,1,3,1
459,63,34,22,8,4,0.5396825396825397,0.3492063492063492,0.12698412698412698,0.06349206349206349,3.8235294117647056,4.090909090909091,3,4,5.205882352941177,4.659090909090909,6.1875,6.25,2,22,Y,5,3,5,4,1,3,6,4,4,6,5,5,3,5,4,6,6,5,5,7,3,6,5,7,7,6,6,4,7,7,7,6,6,6,6,5,4,6,2,2,4,2,2,2,6,3,3,3,3,5,2,4,4,1,3,6,6,5,6,7,5,5,6,4,6,7,7,5,6,5,3,6,5,5,5,7,6,4,6,4,3,3,3,6,6,4,6,6,2,1,2,3,3,4,2,4,2,6,6,3,7,5,6,6,6,6,4,2,2,3,2,2,3,6,4,4,5,2,2,5,6,5,6,7,5,5,6,6,5,2,6,1,2,2,3,2,1,3,5,6,4,3,6,6,5,6,2,6,3,1,2,4,5,5,3,4,1,3,4,2,1,3,4,3,3,1,3,4,2
460,11,7,4,2,1,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.09090909090909091,5.428571428571429,5,6,6,5.428571428571429,5,5.5,7,3,36,NA,2,1,1,5,5,3,4,4,3,4,2,4,3,4,6,3,5,6,6,5,3,3,6,3,6,6,3,5,6,6,5,5,5,5,6,3,3,5,3,3,4,3,3,3,3,5,5,6,6,5,6,6,4,3,6,7,6,6,7,7,5,4,3,4,7,5,6,3,4,6,3,4,6,3,5,2,5,5,5,6,4,6,5,3,3,2,3,2,3,3,4,4,3,3,3,2,2,4,5,2,5,3,5,5,3,5,3,6,2,6,6,5,6,4,3,6,6,3,3,2,6,4,5,6,3,3,5,3,3,3,3,3,3,5,3,4,4,5,5,5,5,3,4,4,3,3,3,6,3,2,5,5,5,3,5,3,3,3,3,2,3,4,4,3,3,3,2,4,3
461,71,17,16,1,0,0.23943661971830985,0.22535211267605634,0.014084507042253521,NA,4.0588235294117645,4.125,3,NA,4.588235294117647,4.5625,5,NA,2,23,Y,1,1,3,4,1,3,5,6,6,5,5,5,6,5,7,7,7,7,7,7,4,6,7,7,5,7,7,7,7,7,3,4,1,3,5,5,2,2,1,2,5,3,1,1,1,2,7,5,6,5,3,7,5,5,5,5,7,7,5,6,5,5,5,4,6,5,6,2,5,4,3,3,3,5,5,2,5,5,5,3,1,3,5,3,3,2,3,3,5,4,6,3,3,3,1,5,3,4,7,6,7,7,7,6,7,7,5,5,3,5,5,5,5,4,2,5,5,1,1,2,3,2,2,4,5,5,6,3,5,3,5,3,1,1,2,NA,2,1,3,5,2,2,3,3,5,2,2,5,3,1,1,2,3,3,5,3,2,2,4,3,2,2,2,4,2,2,2,3,2
462,65,16,11,3,2,0.24615384615384617,0.16923076923076924,0.046153846153846156,0.03076923076923077,3,2.727272727272727,4,3,4.65625,4.7727272727272725,4.5,4.25,1,22,Y,2,2,2,4,2,4,5,5,6,6,6,4,5,5,2,1,1,3,6,3,2,2,6,7,7,6,7,6,7,3,2,5,1,3,3,3,3,2,4,3,5,1,5,2,2,6,6,6,6,6,4,6,6,6,3,7,7,7,6,3,5,5,3,5,5,6,7,7,6,2,5,2,2,4,4,2,5,5,6,2,1,1,2,2,1,2,3,1,3,2,6,2,2,6,5,3,4,1,5,5,6,5,5,6,5,5,2,6,5,4,6,6,6,1,5,7,6,2,2,2,5,2,3,2,5,5,2,5,5,5,5,3,2,2,3,3,1,3,5,7,2,3,5,5,5,3,2,5,3,1,2,3,5,6,5,5,1,3,1,2,1,2,2,4,1,1,3,4,1
463,62,25,18,2,5,0.4032258064516129,0.2903225806451613,0.03225806451612903,0.08064516129032258,3.68,3.7222222222222223,4,3.4,2.94,2.8333333333333335,3.5,3.1,1,26,Y,1,2,3,3,4,2,4,5,4,4,5,4,4,6,5,5,5,6,5,6,5,5,5,7,6,5,7,NA,5,5,4,6,5,4,4,5,4,5,4,3,4,4,3,4,3,4,5,6,6,6,5,4,4,6,3,6,4,5,4,4,5,5,3,5,5,4,3,4,3,5,2,2,3,3,2,4,4,5,6,6,4,5,5,2,2,3,2,2,5,3,4,3,2,3,2,3,4,2,5,3,5,5,2,2,4,4,3,7,6,6,4,5,6,5,5,6,5,2,3,5,5,5,4,5,6,6,5,4,6,6,5,4,3,4,4,4,4,5,4,6,5,2,5,4,6,6,6,5,5,4,NA,5,4,3,6,6,5,2,2,4,2,3,2,3,4,3,2,4,3
465,66,7,4,2,1,0.10606060606060606,0.06060606060606061,0.030303030303030304,0.015151515151515152,3.2857142857142856,3.25,2.5,5,3.857142857142857,3.125,6.25,2,2,24,Y,2,4,2,5,3,4,6,6,6,5,6,4,5,7,7,6,6,6,7,6,5,6,7,7,6,7,7,7,5,5,6,6,6,6,5,6,4,6,6,6,6,7,6,6,6,6,6,6,6,5,7,6,7,7,6,7,6,6,6,6,6,4,5,6,6,4,6,3,5,5,2,2,2,5,2,3,3,2,5,3,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,6,3,2,2,2,2,5,3,1,2,2,6,1,6,6,6,6,6,5,7,6,6,2,6,6,6,4,6,6,6,6,6,6,5,2,7,6,7,7,7,6,7,6,6,5,5,6,6,6,6,6,6,6,7,6,6,6,6,5,3,7,3,3,5,2,4,3,2,2,2,2,2,2
467,60,4,1,2,1,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.016666666666666666,4,3,4.5,4,3.75,5,2.25,5.5,2,32,NA,1,4,1,4,2,3,4,5,6,6,6,6,4,4,1,1,1,5,4,4,1,2,6,6,5,2,7,6,4,6,3,5,4,6,3,6,4,7,5,1,7,3,6,2,4,4,3,4,5,5,4,5,6,6,7,5,2,7,4,4,7,4,6,7,7,3,5,7,3,4,2,1,4,2,5,5,4,7,7,7,7,7,7,2,4,5,6,6,7,3,3,4,4,6,5,6,1,4,2,5,4,5,4,5,7,6,3,7,3,3,6,4,4,4,6,7,3,5,1,4,5,6,3,2,2,3,5,5,2,4,4,2,4,4,2,4,4,2,4,4,3,2,6,4,3,4,3,7,4,2,3,2,2,4,4,4,6,3,3,4,5,1,1,3,4,3,2,3,5
468,57,18,8,5,5,0.3157894736842105,0.14035087719298245,0.08771929824561403,0.08771929824561403,4.611111111111111,5.375,3.4,4.6,4.361111111111111,3.8125,5.5,4.1,1,27,Y,1,3,5,4,1,2,7,6,6,7,7,7,7,7,2,4,3,5,5,5,3,5,7,7,7,7,7,6,5,6,NA,7,7,7,7,7,6,4,4,6,3,4,5,6,6,3,6,1,7,6,6,3,3,6,3,5,6,5,2,6,7,5,3,6,7,6,2,6,5,7,5,2,5,4,4,6,4,5,5,6,5,7,7,3,3,2,1,1,1,1,1,1,1,2,3,1,1,1,5,5,5,5,6,4,1,2,5,7,1,5,6,7,7,6,6,4,7,3,7,6,6,6,3,1,3,3,7,4,3,7,3,6,5,5,6,5,7,7,6,7,6,6,7,6,6,5,7,1,2,6,6,7,7,3,6,3,6,5,2,4,3,5,4,4,3,2,3,4,4
469,16,6,5,0,1,0.375,0.3125,NA,0.0625,3.6666666666666665,3.4,NA,5,2.6666666666666665,2.8,NA,2,2,23,Y,3,5,5,4,2,2,7,5,6,6,7,7,7,6,7,5,3,6,7,6,6,5,6,4,3,6,5,7,6,6,7,7,7,7,7,6,7,5,4,6,6,5,7,7,7,2,1,5,7,4,NA,3,3,6,6,5,5,5,6,5,7,7,7,7,7,7,6,7,7,7,3,2,3,3,3,5,3,6,3,5,1,6,6,2,2,1,3,2,3,2,2,1,1,5,3,3,2,3,2,6,3,5,5,4,3,3,2,6,7,7,3,7,6,7,6,7,5,3,6,3,7,7,6,7,7,7,7,6,6,7,7,6,3,3,6,7,7,7,7,6,7,6,6,7,7,2,7,6,7,7,7,7,6,7,7,6,6,5,2,5,5,4,4,2,3,4,3,3,4
471,47,8,6,1,1,0.1702127659574468,0.1276595744680851,0.02127659574468085,0.02127659574468085,4.625,4.666666666666667,3,6,2.625,2.0833333333333335,4.5,4,2,22,Y,5,5,3,5,3,5,4,3,6,3,5,6,4,4,1,1,1,7,4,7,7,7,7,6,6,6,6,4,7,3,6,7,4,5,5,4,6,6,4,4,3,3,4,4,5,6,7,4,7,5,4,1,1,3,7,7,7,7,7,7,6,5,5,5,6,7,7,7,7,6,5,5,6,7,7,5,7,6,6,1,1,1,1,3,3,1,5,6,1,1,1,1,1,5,4,3,5,4,1,3,4,5,5,4,1,5,1,3,2,4,5,2,7,4,7,4,6,3,1,3,6,4,3,6,4,3,3,3,3,4,4,3,6,3,4,5,3,4,6,7,6,3,4,4,3,3,3,2,3,1,3,2,6,3,7,6,5,5,4,3,4,3,5,5,2,4,3,3,4
472,57,39,4,18,17,0.6842105263157895,0.07017543859649122,0.3157894736842105,0.2982456140350877,5.128205128205129,5.5,5.222222222222222,4.9411764705882355,5.7631578947368425,6.75,6.444444444444445,4.75,2,22,Y,3,3,4,4,1,1,6,6,6,6,6,5,7,6,7,7,7,7,7,7,5,5,7,7,6,7,7,7,7,7,2,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,3,7,6,4,6,4,7,6,6,7,7,5,6,6,6,5,6,7,6,7,6,6,6,3,1,2,1,6,4,6,5,4,2,1,1,5,1,1,1,1,2,1,1,1,1,1,4,1,1,1,2,1,3,1,1,1,2,1,1,2,5,1,4,4,7,7,7,7,7,7,7,4,6,7,6,6,4,7,7,7,7,7,4,7,7,7,7,7,7,6,7,6,7,7,7,7,1,7,7,7,7,7,7,5,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4
473,11,5,2,2,1,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.09090909090909091,2.6,2.5,3,2,5.4,6,5,5,2,21,NA,3,3,2,4,2,4,5,6,2,4,4,4,4,5,6,7,7,2,7,7,2,2,5,6,6,6,4,5,3,7,3,5,6,5,5,6,5,5,5,4,3,6,5,5,5,5,3,2,2,5,6,6,6,5,5,2,4,3,4,4,6,4,5,6,6,6,4,7,4,4,4,4,5,4,4,4,5,5,5,3,3,4,4,5,4,3,4,6,3,3,3,2,4,3,4,3,4,3,4,5,3,2,4,4,4,3,2,2,3,4,5,3,7,2,3,4,4,4,3,4,5,4,4,4,4,3,4,6,5,5,5,5,3,6,5,4,4,4,4,4,4,4,4,4,5,5,6,5,5,2,3,4,3,4,4,6,6,3,2,3,4,2,2,3,1,2,4,4,3
474,10,9,6,3,0,0.9,0.6,0.3,NA,3.4444444444444446,3.3333333333333335,3.6666666666666665,NA,3.9444444444444446,3.5,4.833333333333333,NA,1,21,Y,2,3,NA,5,2,3,5,6,5,2,4,5,4,5,3,3,5,4,6,3,5,3,2,2,6,7,4,5,6,7,3,5,5,4,5,5,5,5,3,4,5,6,5,5,5,5,6,6,7,5,6,6,7,4,3,4,4,3,3,4,5,5,5,5,6,5,4,7,5,3,5,4,5,3,4,5,3,3,3,4,3,6,3,2,3,2,3,5,1,2,3,2,3,3,4,5,4,3,4,5,5,3,5,4,4,4,2,5,3,4,6,5,7,2,3,4,4,4,3,5,4,4,4,4,5,3,3,5,5,5,6,5,3,3,5,5,2,4,4,4,4,4,4,4,3,5,4,7,5,1,4,5,3,4,4,6,4,4,4,3,2,2,2,1,5,3,2,4,3
475,69,18,16,2,0,0.2608695652173913,0.2318840579710145,0.028985507246376812,NA,3.7777777777777777,3.8125,3.5,NA,5.361111111111111,5.34375,5.5,NA,2,27,Y,2,4,3,4,2,3,5,6,5,4,3,5,6,6,6,5,5,7,6,6,5,5,6,7,7,7,7,7,5,4,7,7,7,6,7,7,5,6,6,5,6,4,5,3,6,4,5,4,5,3,3,3,3,7,5,5,6,7,4,7,7,7,NA,7,7,7,7,7,5,7,2,4,4,5,5,6,6,3,6,2,2,2,3,5,5,5,4,5,2,2,2,2,2,2,6,3,7,3,3,3,5,3,5,4,3,4,3,3,6,3,6,6,3,6,5,6,6,5,1,6,6,3,3,4,6,5,5,5,6,5,5,5,5,5,5,3,5,5,6,7,7,6,7,6,6,6,6,7,6,5,3,3,6,5,6,5,6,2,4,4,4,4,4,4,4,4,4,2,3
477,72,57,20,9,28,0.7916666666666666,0.2777777777777778,0.125,0.3888888888888889,5.385964912280702,5.7,5.222222222222222,5.214285714285714,4.359649122807017,3.825,4.666666666666667,4.642857142857143,1,22,Y,3,2,4,2,1,3,5,6,4,4,4,6,5,4,7,7,7,7,5,7,4,4,5,7,6,6,7,3,6,4,7,7,4,4,2,6,6,5,7,5,6,2,6,2,5,4,4,5,5,4,3,5,5,5,4,5,5,6,4,5,6,6,5,7,4,6,5,6,6,5,6,4,5,6,6,4,6,5,6,4,4,4,3,3,3,3,2,6,2,2,4,2,3,4,3,4,1,1,2,3,4,2,6,3,3,3,4,3,5,4,4,3,4,3,6,4,6,2,3,4,4,4,4,4,5,3,4,6,5,4,4,4,4,5,5,5,4,5,5,6,5,2,5,4,4,3,3,4,6,3,6,4,5,4,6,6,4,4,4,4,3,4,4,4,5,4,4,3,4
478,69,28,7,4,17,0.4057971014492754,0.10144927536231885,0.057971014492753624,0.2463768115942029,5.428571428571429,4.857142857142857,5.5,5.647058823529412,4.0357142857142865,5,5.125,3.3823529411764706,2,25,Y,2,3,1,5,5,5,2,3,1,4,1,4,2,2,3,5,3,6,5,6,6,6,7,6,6,6,6,7,6,6,1,1,2,2,3,4,2,3,5,2,4,2,5,2,2,2,6,4,6,6,3,6,7,2,7,7,7,7,6,7,2,2,3,2,7,6,7,4,2,2,5,3,1,1,1,2,5,2,2,5,1,3,6,2,4,3,2,2,3,6,5,6,3,2,2,3,2,5,7,6,7,6,7,7,7,2,4,1,1,5,5,6,3,5,3,7,3,1,2,5,2,6,5,1,1,1,2,2,1,2,2,3,2,2,6,6,4,4,3,3,3,3,1,4,1,2,2,6,1,1,2,6,1,1,3,1,1,2,4,3,3,4,2,2,2,2,1,3,2
479,51,2,2,0,0,0.0392156862745098,0.0392156862745098,NA,NA,5,5,NA,NA,3,3,NA,NA,1,NA,Y,3,4,4,4,4,1,6,5,4,6,7,6,6,6,5,3,3,3,7,7,1,2,6,7,7,7,7,7,6,7,3,7,3,7,7,6,6,6,6,3,6,6,6,2,2,3,3,5,7,6,5,7,3,3,5,5,5,6,2,3,7,5,5,6,7,6,7,1,5,7,5,2,6,5,4,6,5,1,4,5,1,5,2,5,5,1,1,5,1,1,1,1,2,2,1,3,1,5,5,2,5,5,3,2,5,5,2,6,6,5,6,7,6,6,6,7,6,2,2,3,6,5,5,5,7,3,7,3,3,6,6,7,1,3,6,7,7,7,6,6,6,2,7,6,6,2,3,7,3,3,3,3,6,7,6,6,4,4,3,4,3,4,4,4,4,3,3,4,4
480,9,9,7,1,1,1,0.7777777777777778,0.1111111111111111,0.1111111111111111,5.222222222222222,5,6,6,3.5555555555555554,3.5,4,3.5,1,29,NA,2,3,3,4,3,4,6,5,4,5,4,5,3,4,1,3,5,4,4,3,3,3,4,5,5,4,3,4,6,2,3,3,2,4,5,5,3,6,5,5,4,3,3,3,5,5,2,3,6,5,3,4,3,3,6,5,4,5,4,5,4,5,5,6,3,2,2,4,6,5,4,5,4,3,5,5,4,3,4,4,3,2,4,6,4,3,5,2,4,4,5,3,5,5,2,4,4,4,5,6,4,3,5,5,5,4,3,2,6,3,4,3,5,3,3,4,3,3,5,5,3,4,5,5,4,4,3,2,6,3,4,5,3,4,3,3,4,3,4,3,6,3,5,4,3,4,3,5,4,5,5,3,4,5,4,5,4,2,2,3,3,3,4,4,3,5,2,3,2
481,52,28,20,4,4,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.07692307692307693,5.392857142857143,5.7,4.5,4.75,3.8703703703703702,3.473684210526316,4.875,4.75,2,32,NA,2,4,3,5,4,4,6,5,6,5,5,6,6,6,4,3,4,7,6,7,7,7,6,4,6,7,7,6,6,7,6,6,5,5,5,6,6,5,4,4,5,6,6,5,4,4,5,6,7,7,5,5,4,5,6,7,7,6,7,7,6,3,5,5,6,5,5,7,3,3,2,2,5,3,5,3,6,6,5,5,5,6,6,2,2,1,2,1,2,1,2,2,1,1,1,2,3,3,6,5,5,5,6,3,3,3,3,7,5,3,6,7,6,7,7,7,4,1,1,5,3,2,3,3,3,3,6,3,4,3,5,5,2,5,5,6,6,5,5,5,4,3,3,4,4,4,6,5,4,2,7,3,5,4,5,5,5,4,4,5,4,5,3,4,4,4,3,3,3
482,53,19,4,7,8,0.3584905660377358,0.07547169811320754,0.1320754716981132,0.1509433962264151,5.7368421052631575,5.25,5,6.625,3.9210526315789473,1.875,4.928571428571429,4.0625,2,20,NA,2,2,3,5,4,3,6,3,7,2,4,6,6,6,1,2,2,7,7,6,5,3,7,7,7,7,7,7,7,7,5,6,6,6,6,5,6,6,6,5,5,6,6,3,5,2,7,7,7,7,5,6,5,6,7,7,6,7,6,7,6,5,4,6,6,6,7,1,6,6,2,3,5,2,2,5,2,3,2,7,6,6,6,2,2,2,1,2,2,2,2,1,1,6,6,1,2,1,5,2,4,5,5,4,4,5,2,7,2,3,7,7,7,7,7,6,7,2,2,7,3,5,5,4,3,2,5,2,3,3,4,6,3,3,3,3,6,3,5,6,7,3,5,4,3,3,3,3,2,3,5,5,4,2,6,3,6,3,1,2,3,3,3,5,4,4,3,4,5
483,41,29,5,18,6,0.7073170731707317,0.12195121951219512,0.43902439024390244,0.14634146341463414,5.137931034482759,5.6,5.222222222222222,4.5,4.741379310344827,5.5,5.194444444444445,2.75,2,21,Y,2,2,4,3,1,3,6,6,6,6,6,6,5,6,5,5,6,6,6,6,4,5,6,6,6,2,6,6,6,6,7,7,7,6,6,6,5,6,5,5,6,5,6,5,5,5,4,6,6,6,4,6,4,4,6,6,6,7,5,5,7,5,6,6,6,6,5,5,5,6,5,3,6,7,7,6,6,6,7,2,2,2,2,5,5,3,3,5,2,3,3,3,3,2,1,2,2,2,3,2,5,3,5,3,2,3,2,3,5,4,6,6,6,6,6,5,6,2,3,3,6,5,5,6,5,5,6,5,5,6,6,5,5,6,5,5,5,5,6,7,7,5,6,5,5,4,6,6,3,3,5,6,6,5,6,5,5,4,5,4,3,4,5,4,4,3,3,4,3
